iter	Logloss
398	0.2119248976
399	0.211749761
400	0.2114841413
401	0.211368714
402	0.2111537631
403	0.2110460473
404	0.2108675919
405	0.2106758546
406	0.2104731417
407	0.2103124552
408	0.2101365375
409	0.2100031276
410	0.2098799396
411	0.2097634394
412	0.2096161573
413	0.2094986232
414	0.2093385127
415	0.2092565624
416	0.209085651
417	0.2089258809
418	0.2087945777
419	0.2086594429
420	0.2084698736
421	0.2083300161
422	0.2081319457
423	0.2080245318
424	0.2078734115
425	0.2077601132
426	0.2074716792
427	0.2072989495
428	0.2071361123
429	0.2069723023
430	0.206845366
431	0.20666808
432	0.2065212502
433	0.2062951762
434	0.2060984122
435	0.2060007409
436	0.2058634601
437	0.2057154903
438	0.2056125698
439	0.2054523809
440	0.2052071842
441	0.2050528282
442	0.2049519338
443	0.2048215008
444	0.2046763975
445	0.2044624872
446	0.2043683302
447	0.2042329962
448	0.2040391741
449	0.2038465263
450	0.2034640136
451	0.203351609
452	0.2031769294
453	0.2030930337
454	0.2029701915
455	0.2028448523
456	0.2026645699
457	0.2025644303
458	0.2024507205
459	0.2023633978
460	0.2022557774
461	0.2021303824
462	0.2019809509
463	0.2018539061
464	0.2017331815
465	0.2016583323
466	0.2015474705
467	0.2014045403
468	0.2012840845
469	0.20112118
470	0.2009056615
471	0.2007744951
472	0.2006651548
473	0.200399347
474	0.2002110629
475	0.200080547
476	0.199943033
477	0.1998336863
478	0.1997383347
479	0.19965356
480	0.1994801415
481	0.1993722919
482	0.1992291876
483	0.1991162523
484	0.1989685039
485	0.1988961354
486	0.1986917159
487	0.1985513104
488	0.1984588159
489	0.1981354097
490	0.1979900787
491	0.1978519111
492	0.1977292447
493	0.197608977
494	0.1974899458
495	0.1973495324
496	0.1972127536
497	0.1970910011
498	0.1970020581
499	0.1969096412
500	0.1968339497
501	0.1967258137
502	0.1965826886
503	0.196383872
504	0.1962907568
505	0.196178228
506	0.1960192494
507	0.1959205808
508	0.1958321852
509	0.1955133525
510	0.1953572851
511	0.1951938169
512	0.1950897416
513	0.1949225908
514	0.1947426957
515	0.1945736598
516	0.1944015639
517	0.1943119889
518	0.1941617171
519	0.1940096323
520	0.1939484896
521	0.193804576
522	0.1936405264
523	0.1935378209
524	0.1933258093
525	0.1931852769
526	0.1930796377
527	0.1929281004
528	0.1928313879
529	0.1926711886
530	0.1924738406
531	0.1923663054
532	0.1922219273
533	0.1920629732
534	0.1919651049
535	0.1917822754
536	0.1916357007
537	0.1914701095
538	0.1912588372
539	0.1911477056
540	0.1910391801
541	0.1908849104
542	0.1907429922
543	0.1906359554
544	0.1905041096
545	0.1904236336
546	0.1903330237
547	0.1902435072
548	0.1901889304
549	0.1900989611
550	0.1900166361
551	0.1899181194
552	0.189800492
553	0.1896496234
554	0.1895599293
555	0.1894317267
556	0.1893487909
557	0.1892367146
558	0.1891432317
559	0.1890464571
560	0.188969476
561	0.188815686
562	0.1886312816
563	0.1884342404
564	0.1882919845
565	0.1882228218
566	0.1881006796
567	0.1879367042
568	0.1877758311
569	0.1876175687
570	0.1874255056
571	0.187320395
572	0.1872067756
573	0.1871190481
574	0.186953383
575	0.186877448
576	0.1867601067
577	0.1865704967
578	0.1864373038
579	0.1863407958
580	0.1862072905
581	0.1861331508
582	0.1860326904
583	0.1858986562
584	0.1857471565
585	0.1856565033
586	0.1855472003
587	0.1854673065
588	0.1852833939
589	0.1852186152
590	0.185082547
591	0.1849637279
592	0.1848491034
593	0.1847660884
594	0.1846863924
595	0.1846010622
596	0.1844447808
597	0.1843443196
598	0.1842459924
599	0.1841602484
600	0.1840611173
601	0.184005939
602	0.1838696159
603	0.1837612858
604	0.1836386133
605	0.1835714372
606	0.1834573908
607	0.1833506274
608	0.1832503207
609	0.1831548344
610	0.1830243607
611	0.1829439538
612	0.1828695441
613	0.1827315148
614	0.1826558315
615	0.182558939
616	0.1824914085
617	0.1823917433
618	0.1822814125
619	0.1821528369
620	0.1820301945
621	0.1819473243
622	0.1818231758
623	0.181744609
624	0.1816336703
625	0.1814802825
626	0.1813551568
627	0.1811820706
628	0.1810972697
629	0.181005
630	0.1808698082
631	0.1807806671
632	0.180680847
633	0.1805326357
634	0.1804209064
635	0.1803352952
636	0.1802884996
637	0.1801450784
638	0.1800131573
639	0.1799208645
640	0.1797872404
641	0.1796659607
642	0.1795229776
643	0.1793562181
644	0.1792451128
645	0.1791404411
646	0.1789934942
647	0.1789214875
648	0.1787762278
649	0.178644988
650	0.1785234784
651	0.1784333683
652	0.1783681344
653	0.178250978
654	0.17817733
655	0.1779872781
656	0.1778924623
657	0.1777800553
658	0.1776883837
659	0.1775864892
660	0.1775254658
661	0.1773840972
662	0.1773212932
663	0.1772308017
664	0.1771713413
665	0.1770573027
666	0.1769593803
667	0.1768346659
668	0.1767305914
669	0.1766538699
670	0.176531403
671	0.1764907169
672	0.1763922958
673	0.1762637727
674	0.1761477155
675	0.1760336915
676	0.1759599859
677	0.1758282985
678	0.1757232233
679	0.175636977
680	0.1755172984
681	0.1754183986
682	0.1753410707
683	0.1752807359
684	0.1752047385
685	0.1750892359
686	0.175016667
687	0.1749341042
688	0.1748534148
689	0.1747470807
690	0.1746642457
691	0.17452721
692	0.1744534667
693	0.174326072
694	0.1742144663
695	0.1741583889
696	0.1740082527
697	0.1739029769
698	0.1737462758
699	0.1736908021
700	0.1735545696
701	0.1734935866
702	0.1734273799
703	0.1733048977
704	0.1731651056
705	0.1730800803
706	0.1729840924
707	0.1729015953
708	0.1727898475
709	0.1726729734
710	0.1725748149
711	0.1724687808
712	0.1723809318
713	0.172229325
714	0.1721553129
715	0.1720393932
716	0.1719563875
717	0.1718423096
718	0.1717168274
719	0.1716423963
720	0.1715244566
721	0.1714326009
722	0.1713502992
723	0.1712760924
724	0.1711428252
725	0.1710489514
726	0.1709448837
727	0.1708260789
728	0.1707378056
729	0.1706147186
730	0.1705091977
731	0.1704572989
732	0.170296015
733	0.1701495229
734	0.1700334111
735	0.1699511169
736	0.1698250486
737	0.1697328781
738	0.1696367214
739	0.169550856
740	0.1694643059
741	0.16936096
742	0.1692568436
743	0.1691621977
744	0.169055645
745	0.1689335026
746	0.1688737433
747	0.1687557476
748	0.1686889026
749	0.1685968929
750	0.1685090567
751	0.1684369348
752	0.1683484138
753	0.1682689723
754	0.1681786273
755	0.1681085294
756	0.1679784744
757	0.1679134523
758	0.1678597039
759	0.1677629768
760	0.1676644018
761	0.1675544011
762	0.1675012725
763	0.1674487909
764	0.1673053008
765	0.1672159987
766	0.1671102432
767	0.1670404396
768	0.1669412371
769	0.1668376145
770	0.1667449767
771	0.1666714799
772	0.1665993251
773	0.1664990622
774	0.1664232674
775	0.1663221463
776	0.166127841
777	0.1660747609
778	0.166001151
779	0.165894662
780	0.1658344677
781	0.1657127071
782	0.1656209153
783	0.1655109771
784	0.16541022
785	0.1653240331
786	0.1652410667
787	0.1651758258
788	0.1650644777
789	0.1649924104
790	0.1648814944
791	0.164813561
792	0.1647392473
793	0.1646238486
794	0.1645705066
795	0.1644853073
796	0.164345403
797	0.1642910107
798	0.1642046781
799	0.1641464199
800	0.1640888323
801	0.1640265184
802	0.1639759736
803	0.1638884867
804	0.1638180425
805	0.1637422868
806	0.1636782703
807	0.1636270482
808	0.163552957
809	0.1634642359
810	0.1633472169
811	0.1632842574
812	0.1631985414
813	0.1630927777
814	0.1630341572
815	0.1629102595
816	0.1628163241
817	0.1627292969
818	0.1626552787
819	0.1625737054
820	0.1624770758
821	0.1624165504
822	0.1623092135
823	0.1622120766
824	0.1621521737
825	0.1620670489
826	0.1619729724
827	0.1618645142
828	0.1617608601
829	0.161644281
830	0.1615244068
831	0.1614707642
832	0.1614260652
833	0.1613257666
834	0.1612044313
835	0.1611093503
836	0.1610519063
837	0.1609438976
838	0.1608039426
839	0.1607111046
840	0.1606213471
841	0.1605264083
842	0.1604351658
843	0.1603581258
844	0.1602797542
845	0.1601731224
846	0.1600189019
847	0.159898498
848	0.1598061399
849	0.1597093487
850	0.1596313224
851	0.1594947258
852	0.1593928621
853	0.1593272714
854	0.1592721722
855	0.1591874217
856	0.1591319763
857	0.1590874127
858	0.15899636
859	0.1589085704
860	0.1588467879
861	0.1587533195
862	0.158663143
863	0.1585442175
864	0.1584674897
865	0.158423495
866	0.1583740544
867	0.1582891482
868	0.1582181669
869	0.158152444
870	0.1580650889
871	0.1579111861
872	0.157850859
873	0.1577501401
874	0.1576472307
875	0.1575878457
876	0.157482026
877	0.1574071241
878	0.1572964642
879	0.1572638094
880	0.1572086788
881	0.1571284423
882	0.1570197018
883	0.1569304921
884	0.1568565157
885	0.1567592958
886	0.1567125588
887	0.1566191123
888	0.1565004287
889	0.1563997554
890	0.1563137144
891	0.156228659
892	0.1561601458
893	0.1560542347
894	0.1559944425
895	0.1559183307
896	0.1558569941
897	0.1557679236
898	0.1556258254
899	0.155520386
900	0.1554311886
901	0.1553683294
902	0.1553153248
903	0.1552147069
904	0.1551677089
905	0.1550437713
906	0.1549412001
907	0.1548290846
908	0.1546871881
909	0.1546213321
910	0.1545216587
911	0.1544205724
912	0.1543527023
913	0.154287033
914	0.1541882721
915	0.1541136595
916	0.1540325269
917	0.1539714736
918	0.1538990016
919	0.1538360145
920	0.1537486571
921	0.1537142497
922	0.1536521781
923	0.1535628942
924	0.1534637953
925	0.1533645103
926	0.153238632
927	0.1531932638
928	0.1531029541
929	0.1530381784
930	0.1529515707
931	0.1529042578
932	0.1528622194
933	0.1528016128
934	0.1527141005
935	0.1525943188
936	0.1525039122
937	0.1524513412
938	0.1523162278
939	0.1522246303
940	0.1521743121
941	0.1520654373
942	0.1519727944
943	0.1518818293
944	0.1518156673
945	0.1517483911
946	0.1516572787
947	0.151609392
948	0.1515630828
949	0.1514612896
950	0.1514292629
951	0.1513629659
952	0.1512613147
953	0.151131064
954	0.1510691938
955	0.1510038219
956	0.1509381425
957	0.1508649238
958	0.1507876621
959	0.1507068907
960	0.1506519305
961	0.1506168254
962	0.1505517644
963	0.1504853128
964	0.1504442346
965	0.1503781553
966	0.1503182284
967	0.1502356061
968	0.1501624376
969	0.1501079652
970	0.1500443573
971	0.1499908213
972	0.1499249085
973	0.1498735251
974	0.1497883289
975	0.1497124133
976	0.1496470791
977	0.1495999916
978	0.1494907139
979	0.1494153759
980	0.1493322831
981	0.1492429311
982	0.1491590734
983	0.1490768776
984	0.1489706378
985	0.1489048231
986	0.1488573781
987	0.1487935078
988	0.1487017018
989	0.1486084621
990	0.1485169132
991	0.1484559619
992	0.148365669
993	0.1482877666
994	0.1482377296
995	0.1481935795
996	0.1480967597
997	0.1480052775
998	0.1479377302
999	0.1478950699
